"art_id","r_X","r_rating","review","pID","r_cond","r_word_cnt","r_funct","r_pronoun","r_ppron","r_i","r_we","r_you","r_shehe","r_they","r_ipron","r_article","r_verb","r_auxverb","r_past","r_present","r_future","r_adverb","r_preps","r_conj","r_negate","r_quant","r_number","r_swear","r_social","r_family","r_friend","r_humans","r_affect","r_posemo","r_negemo","r_anx","r_anger","r_sad","r_cogmech","r_insight","r_cause","r_discrep","r_tentat","r_certain","r_inhib","r_incl","r_excl","r_percept","r_see","r_hear","r_feel","r_bio","r_body","r_health","r_sexual","r_ingest","r_relativ","r_motion","r_space","r_time","r_work","r_achieve","r_leisure","r_home","r_money","r_relig","r_death","r_assent","r_nonfl","r_filler","d_headline","d_norm","d_abstract","d_word_cnt","d_funct","d_pronoun","d_ppron","d_i","d_we","d_you","d_shehe","d_they","d_ipron","d_article","d_verb","d_auxverb","d_past","d_present","d_future","d_adverb","d_preps","d_conj","d_negate","d_quant","d_number","d_swear","d_social","d_family","d_friend","d_humans","d_affect","d_posemo","d_negemo","d_anx","d_anger","d_sad","d_cogmech","d_insight","d_cause","d_discrep","d_tentat","d_certain","d_inhib","d_incl","d_excl","d_percept","d_see","d_hear","d_feel","d_bio","d_body","d_health","d_sexual","d_ingest","d_relativ","d_motion","d_space","d_time","d_work","d_achieve","d_leisure","d_home","d_money","d_relig","d_death","d_assent","d_nonfl","d_filler"
13,NA,1,"I wouldn't post this on my wall. I'm not interested in it and I don't think any of my friends would be.","DP78","FACEBOOK",25,60,28,20,20,0,0,0,0,8,0,12,8,0,4,4,0,12,4,4,4,0,0,4,0,4,0,8,8,0,0,0,0,20,4,0,4,4,0,0,4,4,0,0,0,0,0,0,0,0,0,16,0,12,0,0,0,0,0,0,0,0,0,0,0,"Iron Supplements Fight Fatigue in Women","Iron Supplements Fight Fatigue in Women In a randomized controlled double-blinded study, iron supplementation reduced fatigue by almost 50 percent in women who are low in iron but not anemic.","In a randomized controlled double-blinded study, iron supplementation reduced fatigue by almost 50 percent in women who are low in iron but not anemic.",31,35.48,3.23,0,0,0,0,0,0,3.23,3.23,3.23,3.23,0,3.23,0,0,16.13,3.23,3.23,6.45,0,0,12.9,0,0,6.45,12.9,0,12.9,0,3.23,9.68,16.13,0,3.23,0,6.45,0,3.23,0,6.45,3.23,3.23,0,0,9.68,0,9.68,0,0,16.13,0,16.13,0,3.23,3.23,0,0,0,0,0,0,0,0
13,NA,2,"I'm tired all the time and have been thinking about doing this.  Does this work for anyone?  Are the supplements expensive?","DP251","FACEBOOK",22,68.18,18.18,4.55,4.55,0,0,0,0,13.64,9.09,22.73,22.73,4.55,13.64,0,4.55,9.09,4.55,0,4.55,0,0,4.55,0,0,0,0,0,0,0,0,0,18.18,4.55,0,0,4.55,4.55,0,4.55,0,0,0,0,0,4.55,0,4.55,0,0,4.55,0,0,4.55,4.55,4.55,0,0,4.55,0,0,0,0,0,"Iron Supplements Fight Fatigue in Women","Iron Supplements Fight Fatigue in Women In a randomized controlled double-blinded study, iron supplementation reduced fatigue by almost 50 percent in women who are low in iron but not anemic.","In a randomized controlled double-blinded study, iron supplementation reduced fatigue by almost 50 percent in women who are low in iron but not anemic.",31,35.48,3.23,0,0,0,0,0,0,3.23,3.23,3.23,3.23,0,3.23,0,0,16.13,3.23,3.23,6.45,0,0,12.9,0,0,6.45,12.9,0,12.9,0,3.23,9.68,16.13,0,3.23,0,6.45,0,3.23,0,6.45,3.23,3.23,0,0,9.68,0,9.68,0,0,16.13,0,16.13,0,3.23,3.23,0,0,0,0,0,0,0,0
13,NA,1,"Hey! This is an article about how the different supplements work in women and how one supplement can help in eliminating fatigue. ","DP808","FRIEND",22,54.55,4.55,0,0,0,0,0,0,4.55,9.09,9.09,9.09,0,9.09,0,13.64,13.64,13.64,0,0,4.55,0,13.64,0,0,4.55,4.55,0,4.55,0,0,4.55,13.64,0,9.09,0,0,0,0,4.55,0,0,0,0,0,4.55,0,4.55,0,0,9.09,0,9.09,0,4.55,4.55,0,0,0,0,0,0,0,0,"Iron Supplements Fight Fatigue in Women","Iron Supplements Fight Fatigue in Women In a randomized controlled double-blinded study, iron supplementation reduced fatigue by almost 50 percent in women who are low in iron but not anemic.","In a randomized controlled double-blinded study, iron supplementation reduced fatigue by almost 50 percent in women who are low in iron but not anemic.",31,35.48,3.23,0,0,0,0,0,0,3.23,3.23,3.23,3.23,0,3.23,0,0,16.13,3.23,3.23,6.45,0,0,12.9,0,0,6.45,12.9,0,12.9,0,3.23,9.68,16.13,0,3.23,0,6.45,0,3.23,0,6.45,3.23,3.23,0,0,9.68,0,9.68,0,0,16.13,0,16.13,0,3.23,3.23,0,0,0,0,0,0,0,0
13,NA,1,"Wow didn't know that iron supplements could help fatigue. May be interested in trying those...........","DP248","FRIEND",16,37.5,12.5,0,0,0,0,0,0,12.5,0,25,18.75,0,6.25,6.25,0,6.25,0,0,0,0,0,6.25,0,0,0,18.75,12.5,6.25,0,0,6.25,18.75,6.25,0,6.25,6.25,0,0,0,0,0,0,0,0,6.25,0,6.25,0,0,6.25,0,6.25,0,0,6.25,0,0,0,0,0,0,0,0,"Iron Supplements Fight Fatigue in Women","Iron Supplements Fight Fatigue in Women In a randomized controlled double-blinded study, iron supplementation reduced fatigue by almost 50 percent in women who are low in iron but not anemic.","In a randomized controlled double-blinded study, iron supplementation reduced fatigue by almost 50 percent in women who are low in iron but not anemic.",31,35.48,3.23,0,0,0,0,0,0,3.23,3.23,3.23,3.23,0,3.23,0,0,16.13,3.23,3.23,6.45,0,0,12.9,0,0,6.45,12.9,0,12.9,0,3.23,9.68,16.13,0,3.23,0,6.45,0,3.23,0,6.45,3.23,3.23,0,0,9.68,0,9.68,0,0,16.13,0,16.13,0,3.23,3.23,0,0,0,0,0,0,0,0
13,NA,3,"This would clearly make sense. These women first lack a nutrient, and then they don't, and they stop being as tired. Surprising? Not really. ","DP77","FACEBOOK",25,64,16,8,0,0,0,0,8,8,4,12,8,0,4,4,8,4,16,4,4,4,0,12,0,0,4,4,4,0,0,0,0,40,4,4,8,0,4,4,8,8,0,0,0,0,4,0,4,0,0,12,0,0,12,0,4,0,0,0,0,0,0,0,0,"Iron Supplements Fight Fatigue in Women","Iron Supplements Fight Fatigue in Women In a randomized controlled double-blinded study, iron supplementation reduced fatigue by almost 50 percent in women who are low in iron but not anemic.","In a randomized controlled double-blinded study, iron supplementation reduced fatigue by almost 50 percent in women who are low in iron but not anemic.",31,35.48,3.23,0,0,0,0,0,0,3.23,3.23,3.23,3.23,0,3.23,0,0,16.13,3.23,3.23,6.45,0,0,12.9,0,0,6.45,12.9,0,12.9,0,3.23,9.68,16.13,0,3.23,0,6.45,0,3.23,0,6.45,3.23,3.23,0,0,9.68,0,9.68,0,0,16.13,0,16.13,0,3.23,3.23,0,0,0,0,0,0,0,0
13,NA,2,"Hey guys just thought I would share this since I know so many of you complain about being tired all the time. Maybe some Iron supplements are in order? Worth a try!","DP186","FACEBOOK",32,59.38,12.5,9.38,6.25,0,3.13,0,0,3.13,6.25,18.75,9.38,3.13,9.38,3.13,12.5,12.5,3.13,0,9.38,0,0,15.63,0,0,3.13,6.25,3.13,3.13,0,0,0,25,6.25,3.13,3.13,6.25,3.13,0,0,3.13,0,0,0,0,3.13,0,3.13,0,0,9.38,0,3.13,3.13,0,3.13,0,0,3.13,0,0,0,0,0,"Iron Supplements Fight Fatigue in Women","Iron Supplements Fight Fatigue in Women In a randomized controlled double-blinded study, iron supplementation reduced fatigue by almost 50 percent in women who are low in iron but not anemic.","In a randomized controlled double-blinded study, iron supplementation reduced fatigue by almost 50 percent in women who are low in iron but not anemic.",31,35.48,3.23,0,0,0,0,0,0,3.23,3.23,3.23,3.23,0,3.23,0,0,16.13,3.23,3.23,6.45,0,0,12.9,0,0,6.45,12.9,0,12.9,0,3.23,9.68,16.13,0,3.23,0,6.45,0,3.23,0,6.45,3.23,3.23,0,0,9.68,0,9.68,0,0,16.13,0,16.13,0,3.23,3.23,0,0,0,0,0,0,0,0
13,NA,5,"Aren't women normally low in iron? Maybe this is why I sleep for a good 12 hours of the day! Lets try it out.","DP157","FRIEND",25,48,16,8,4,4,0,0,0,8,8,12,4,0,12,0,4,16,0,0,0,0,0,8,0,0,4,8,4,4,0,0,4,12,0,4,0,4,0,0,4,0,0,0,0,0,4,4,0,0,0,20,0,12,8,0,4,0,0,0,0,0,0,0,0,"Iron Supplements Fight Fatigue in Women","Iron Supplements Fight Fatigue in Women In a randomized controlled double-blinded study, iron supplementation reduced fatigue by almost 50 percent in women who are low in iron but not anemic.","In a randomized controlled double-blinded study, iron supplementation reduced fatigue by almost 50 percent in women who are low in iron but not anemic.",31,35.48,3.23,0,0,0,0,0,0,3.23,3.23,3.23,3.23,0,3.23,0,0,16.13,3.23,3.23,6.45,0,0,12.9,0,0,6.45,12.9,0,12.9,0,3.23,9.68,16.13,0,3.23,0,6.45,0,3.23,0,6.45,3.23,3.23,0,0,9.68,0,9.68,0,0,16.13,0,16.13,0,3.23,3.23,0,0,0,0,0,0,0,0
13,NA,1,"I think that this article is superfluous, and trying to give off more than what they are actually doing. ""Iron Supplement Fight Fatigue in Women"". Uuuhhhhh, no? According to your description, iron supplementation only decreases fatigue in women who were low in iron to begin with. Don't you think that the lack of iron is the problem in the first place? Come on. I can only imagine how many thousands of dollars were spent on this study just to say ""If you're low in iron, and it affects your body, getting more iron may reverse those effects."" Crazy, yo.","DP429","FRIEND",101,56.44,14.85,6.93,1.98,0,3.96,0,0.99,7.92,2.97,13.86,7.92,2.97,8.91,0.99,4.95,15.84,3.96,0.99,3.96,1.98,0,10.89,0,0,1.98,6.93,0,6.93,0.99,0.99,3.96,14.85,3.96,2.97,2.97,1.98,0,0,3.96,1.98,0.99,0,0.99,0,2.97,0.99,1.98,0,0,13.86,0.99,10.89,1.98,0.99,2.97,0,0,1.98,0,0,0,0,0,"Iron Supplements Fight Fatigue in Women","Iron Supplements Fight Fatigue in Women In a randomized controlled double-blinded study, iron supplementation reduced fatigue by almost 50 percent in women who are low in iron but not anemic.","In a randomized controlled double-blinded study, iron supplementation reduced fatigue by almost 50 percent in women who are low in iron but not anemic.",31,35.48,3.23,0,0,0,0,0,0,3.23,3.23,3.23,3.23,0,3.23,0,0,16.13,3.23,3.23,6.45,0,0,12.9,0,0,6.45,12.9,0,12.9,0,3.23,9.68,16.13,0,3.23,0,6.45,0,3.23,0,6.45,3.23,3.23,0,0,9.68,0,9.68,0,0,16.13,0,16.13,0,3.23,3.23,0,0,0,0,0,0,0,0
13,NA,2,"Hmm maybe the real reason that we're always tired is that we're just iron deficient. Maybe we should try this?","DP332","FRIEND",22,54.55,27.27,13.64,0,13.64,0,0,0,13.64,4.55,13.64,9.09,0,9.09,4.55,13.64,0,0,0,0,0,0,13.64,0,0,0,0,0,0,0,0,0,45.45,4.55,4.55,4.55,9.09,9.09,0,13.64,4.55,0,0,0,0,4.55,0,4.55,0,0,4.55,0,0,4.55,0,4.55,0,0,0,0,0,4.55,4.55,0,"Iron Supplements Fight Fatigue in Women","Iron Supplements Fight Fatigue in Women In a randomized controlled double-blinded study, iron supplementation reduced fatigue by almost 50 percent in women who are low in iron but not anemic.","In a randomized controlled double-blinded study, iron supplementation reduced fatigue by almost 50 percent in women who are low in iron but not anemic.",31,35.48,3.23,0,0,0,0,0,0,3.23,3.23,3.23,3.23,0,3.23,0,0,16.13,3.23,3.23,6.45,0,0,12.9,0,0,6.45,12.9,0,12.9,0,3.23,9.68,16.13,0,3.23,0,6.45,0,3.23,0,6.45,3.23,3.23,0,0,9.68,0,9.68,0,0,16.13,0,16.13,0,3.23,3.23,0,0,0,0,0,0,0,0
13,NA,5,"So, um, where can I buy some iron supplements? I'm always tired. Maybe this is why. What do you think?","DP122","FRIEND",21,57.14,23.81,14.29,9.52,0,4.76,0,0,9.52,0,19.05,14.29,0,19.05,0,14.29,0,4.76,0,4.76,0,0,4.76,0,0,0,0,0,0,0,0,0,23.81,4.76,4.76,0,9.52,4.76,0,0,0,0,0,0,0,4.76,0,4.76,0,0,9.52,0,4.76,4.76,0,0,0,0,4.76,0,0,0,4.76,0,"Iron Supplements Fight Fatigue in Women","Iron Supplements Fight Fatigue in Women In a randomized controlled double-blinded study, iron supplementation reduced fatigue by almost 50 percent in women who are low in iron but not anemic.","In a randomized controlled double-blinded study, iron supplementation reduced fatigue by almost 50 percent in women who are low in iron but not anemic.",31,35.48,3.23,0,0,0,0,0,0,3.23,3.23,3.23,3.23,0,3.23,0,0,16.13,3.23,3.23,6.45,0,0,12.9,0,0,6.45,12.9,0,12.9,0,3.23,9.68,16.13,0,3.23,0,6.45,0,3.23,0,6.45,3.23,3.23,0,0,9.68,0,9.68,0,0,16.13,0,16.13,0,3.23,3.23,0,0,0,0,0,0,0,0
15,NA,2,"Hey guys, for all you who have mothers or know middle aged women pass this along. I know I feel the struggle.","DP573","FACEBOOK",22,50,22.73,13.64,9.09,0,4.55,0,0,9.09,4.55,18.18,4.55,0,18.18,0,0,9.09,4.55,0,4.55,0,0,27.27,4.55,0,9.09,4.55,0,4.55,4.55,0,0,27.27,13.64,0,0,4.55,4.55,0,4.55,4.55,4.55,0,0,4.55,0,0,0,0,0,13.64,4.55,4.55,4.55,0,0,0,0,0,0,0,0,0,0,"Low-Fat Diet May Ease Hot Flashes","Low-Fat Diet May Ease Hot Flashes A study suggests that weight loss with a low-fat, high fruit and vegetable diet may help reduce or eliminate hot flashes and night sweats associated with menopause.","A study suggests that weight loss with a low-fat, high fruit and vegetable diet may help reduce or eliminate hot flashes and night sweats associated with menopause.",35,28.57,2.86,0,0,0,0,0,0,2.86,5.71,5.71,5.71,0,0,5.71,0,5.71,8.57,0,0,0,0,5.71,0,0,0,11.43,2.86,8.57,0,0,8.57,20,0,0,0,8.57,0,0,11.43,2.86,11.43,0,0,8.57,22.86,8.57,5.71,0,20,11.43,0,8.57,2.86,5.71,2.86,0,0,0,0,0,0,0,0
15,NA,1,"That sounds probable. Being healthy in food consumption and fitness-wise tends to make people feel better.","DP34","FACEBOOK",17,29.41,5.88,0,0,0,0,0,0,5.88,0,23.53,5.88,0,17.65,0,0,11.76,5.88,0,0,0,0,5.88,0,0,5.88,11.76,11.76,0,0,0,0,23.53,5.88,5.88,0,5.88,0,0,5.88,0,11.76,0,5.88,5.88,11.76,0,5.88,0,5.88,5.88,0,5.88,0,0,5.88,5.88,0,0,0,0,0,0,0,"Low-Fat Diet May Ease Hot Flashes","Low-Fat Diet May Ease Hot Flashes A study suggests that weight loss with a low-fat, high fruit and vegetable diet may help reduce or eliminate hot flashes and night sweats associated with menopause.","A study suggests that weight loss with a low-fat, high fruit and vegetable diet may help reduce or eliminate hot flashes and night sweats associated with menopause.",35,28.57,2.86,0,0,0,0,0,0,2.86,5.71,5.71,5.71,0,0,5.71,0,5.71,8.57,0,0,0,0,5.71,0,0,0,11.43,2.86,8.57,0,0,8.57,20,0,0,0,8.57,0,0,11.43,2.86,11.43,0,0,8.57,22.86,8.57,5.71,0,20,11.43,0,8.57,2.86,5.71,2.86,0,0,0,0,0,0,0,0
